Terms,Freq,Posting,Compress Posting,Gamma Code
comprador,4,"[50, 52, 54, 55]","[50, 2, 2, 1]","[11111010010, 100, 100, 0]"
compram,8,"[9, 10, 11, 12, 13, 14, 15, 16]","[9, 1, 1, 1, 1, 1, 1, 1]","[1110001, 0, 0, 0, 0, 0, 0, 0]"
compramos,10,"[27, 28, 29, 30, 31, 32, 33, 34, 35, 36]","[27, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[111101011, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
comprando,22,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 49, 52, 55, 56, 57, 89, 92, 95, 96, 98, 99, 100, 101]","[0, 1, 1, 1, 1, 1, 1, 1, 1, 41, 3, 3, 1, 1, 32, 3, 3, 1, 2, 1, 1, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 11111001001, 101, 101, 0, 0, 11111000000, 101, 101, 0, 100, 0, 0, 0]"
comprar,79,"[0, 1, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 71, 72, 73, 74, 75, 76, 77, 78, 79, 80, 81, 82, 83, 84, 85, 86, 87, 88, 89, 90, 91, 92, 93, 94, 95, 96, 97, 98, 99, 100, 101]","[0, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 11, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 13, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[0, 0, 100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1110011, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1110101, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
compraram,9,"[0, 1, 2, 3, 4, 5, 6, 7, 8]","[0, 1, 1, 1, 1, 1, 1, 1, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0]"
compre,60,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 45, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 70, 82, 83, 84, 85, 86, 87, 88, 89, 90, 91, 92, 93, 94, 95, 96, 97, 98, 99, 100, 101]","[0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 29, 4, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 12, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 111101101, 11000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1110100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
comprei,3,"[8, 13, 15]","[8, 5, 2]","[1110000, 11001, 100]"
comprimento,16,"[59, 60, 61, 63, 65, 66, 67, 68, 69, 72, 75, 76, 77, 78, 80, 81]","[59, 1, 1, 2, 2, 1, 1, 1, 1, 3, 3, 1, 1, 1, 2, 1]","[11111011011, 0, 0, 100, 100, 0, 0, 0, 0, 101, 101, 0, 0, 0, 100, 0]"
comprometerão,8,"[9, 10, 11, 12, 13, 14, 15, 16]","[9, 1, 1, 1, 1, 1, 1, 1]","[1110001, 0, 0, 0, 0, 0, 0, 0]"
comprou,15,"[64, 66, 68, 70, 71, 72, 73, 74, 75, 76, 77, 78, 79, 80, 81]","[64, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1111110000000, 100, 100, 100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
computador,45,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 49, 52, 53, 55, 56, 57, 58, 65, 82, 83, 84, 85, 86, 87, 88, 89, 90, 91, 92, 93, 94, 95, 96, 97, 98, 99, 100, 101]","[0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 33, 3, 1, 2, 1, 1, 1, 7, 17, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11111000001, 101, 0, 100, 0, 0, 0, 11011, 111100001, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
comum,21,"[0, 1, 2, 3, 5, 6, 7, 8, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 54, 61, 83]","[0, 1, 1, 1, 2, 1, 1, 1, 19, 1, 1, 1, 1, 1, 1, 1, 1, 1, 18, 7, 22]","[0, 0, 0, 0, 100, 0, 0, 0, 111100011, 0, 0, 0, 0, 0, 0, 0, 0, 0, 111100010, 11011, 111100110]"
comunicados,9,"[0, 1, 2, 3, 4, 5, 6, 7, 8]","[0, 1, 1, 1, 1, 1, 1, 1, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0]"
comunicação,29,"[7, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 35, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 53, 56, 83, 86, 90]","[7, 10, 1, 1, 1, 1, 1, 1, 1, 1, 1, 9, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 5, 3, 27, 3, 4]","[11011, 1110010, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1110001, 100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11001, 101, 111101011, 101, 11000]"
comunidade,18,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 18]","[0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 100]"
comédia,16,"[9, 10, 11, 12, 13, 14, 15, 16, 57, 64, 65, 66, 67, 68, 69, 70]","[9, 1, 1, 1, 1, 1, 1, 1, 41, 7, 1, 1, 1, 1, 1, 1]","[1110001, 0, 0, 0, 0, 0, 0, 0, 11111001001, 11011, 0, 0, 0, 0, 0, 0]"
comércio,20,"[82, 83, 84, 85, 86, 87, 88, 89, 90, 91, 92, 93, 94, 95, 96, 97, 98, 99, 100, 101]","[82, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1111110010010, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
conceito,12,"[6, 7, 13, 15, 23, 46, 48, 60, 64, 75, 76, 78]","[6, 1, 6, 2, 8, 23, 2, 12, 4, 11, 1, 2]","[11010, 0, 11010, 100, 1110000, 111100111, 100, 1110100, 11000, 1110011, 0, 100]"
concentração,2,"[57, 66]","[57, 9]","[11111011001, 1110001]"
concursos,13,"[11, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48]","[11, 26, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1110011, 111101010, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
condicionado,27,"[49, 52, 53, 55, 56, 57, 58, 82, 83, 84, 85, 86, 87, 88, 89, 90, 91, 92, 93, 94, 95, 96, 97, 98, 99, 100, 101]","[49, 3, 1, 2, 1, 1, 1, 24, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[11111010001, 101, 0, 100, 0, 0, 0, 111101000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
condição,60,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 43, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 70, 82, 83, 84, 85, 86, 87, 88, 89, 90, 91, 92, 93, 94, 95, 96, 97, 98, 99, 100, 101]","[0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 27, 6, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 12, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 111101011, 11010, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1110100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
conectar,8,"[9, 10, 11, 12, 13, 14, 15, 16]","[9, 1, 1, 1, 1, 1, 1, 1]","[1110001, 0, 0, 0, 0, 0, 0, 0]"
conectividade,8,"[9, 10, 11, 12, 13, 14, 15, 16]","[9, 1, 1, 1, 1, 1, 1, 1]","[1110001, 0, 0, 0, 0, 0, 0, 0]"
confiar,3,"[42, 91, 101]","[42, 49, 10]","[11111001010, 11111010001, 1110010]"
confira,36,"[1, 4, 7, 8, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 70, 82, 83, 84, 85, 86, 87, 88, 89, 90, 91]","[1, 3, 3, 1, 41, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 12, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[0, 101, 101, 0, 11111001001, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1110100, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
confirmação,19,"[27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 42, 43, 44, 45, 46, 47]","[27, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 3, 1, 1, 1, 1, 1]","[111101011, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 101, 0, 0, 0, 0, 0]"
confirme,8,"[0, 1, 3, 4, 5, 6, 7, 8]","[0, 1, 2, 1, 1, 1, 1, 1]","[0, 0, 100, 0, 0, 0, 0, 0]"
conforme,14,"[5, 8, 9, 10, 11, 12, 13, 14, 15, 16, 79, 80, 81, 82]","[5, 3, 1, 1, 1, 1, 1, 1, 1, 1, 63, 1, 1, 1]","[11001, 101, 0, 0, 0, 0, 0, 0, 0, 0, 11111011111, 0, 0, 0]"
confort,3,"[83, 88, 91]","[83, 5, 3]","[1111110010011, 11001, 101]"
conforto,10,"[82, 83, 84, 85, 86, 87, 88, 89, 90, 91]","[82, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1111110010010, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
conhecer,8,"[0, 6, 15, 56, 78, 80, 81, 82]","[0, 6, 9, 41, 22, 2, 1, 1]","[0, 11010, 1110001, 11111001001, 111100110, 100, 0, 0]"
conhecida,5,"[0, 4, 9, 66, 93]","[0, 4, 5, 57, 27]","[0, 11000, 11001, 11111011001, 111101011]"
conhecido,4,"[10, 60, 61, 90]","[10, 50, 1, 29]","[1110010, 11111010010, 0, 111101101]"
conhecimento,5,"[14, 49, 56, 70, 72]","[14, 35, 7, 14, 2]","[1110110, 11111000011, 11011, 1110110, 100]"
conheça,39,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 40, 71, 72, 73, 74, 75, 76, 77, 78, 79, 80, 81]","[0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 14, 31, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1110110, 111101111, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
conjunto,27,"[49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 70, 82, 84, 87, 88, 91]","[49, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 12, 2, 3, 1, 3]","[11111010001, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1110100, 100, 101, 0, 101]"
connect,10,"[82, 83, 84, 85, 86, 87, 88, 89, 90, 91]","[82, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1111110010010, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
conosco,82,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 70, 71, 72, 73, 74, 75, 76, 77, 78, 79, 80, 81, 92, 93, 94, 95, 96, 97, 98, 99, 100, 101]","[0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 11, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 11, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1110011, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1110011, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
consegue,9,"[6, 7, 14, 16, 22, 52, 55, 70, 84]","[6, 1, 7, 2, 6, 30, 3, 15, 14]","[11010, 0, 11011, 100, 11010, 111101110, 101, 1110111, 1110110]"
consentimento,8,"[9, 10, 11, 12, 13, 14, 15, 16]","[9, 1, 1, 1, 1, 1, 1, 1]","[1110001, 0, 0, 0, 0, 0, 0, 0]"
conservação,10,"[27, 28, 29, 30, 31, 32, 33, 34, 35, 36]","[27, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[111101011, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
considerado,20,"[13, 14, 26, 43, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 62, 70, 90, 95, 101]","[13, 1, 12, 17, 6, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 3, 8, 20, 5, 6]","[1110101, 0, 1110100, 111100001, 11010, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 101, 1110000, 111100100, 11001, 11010]"
consignado,10,"[82, 83, 84, 85, 86, 87, 88, 89, 90, 91]","[82, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1111110010010, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
console,35,"[9, 10, 11, 12, 13, 14, 15, 16, 64, 65, 66, 67, 68, 69, 70, 82, 83, 84, 85, 86, 87, 88, 89, 90, 91, 92, 93, 94, 95, 96, 97, 98, 99, 100, 101]","[9, 1, 1, 1, 1, 1, 1, 1, 48, 1, 1, 1, 1, 1, 1, 12, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1110001, 0, 0, 0, 0, 0, 0, 0, 11111010000, 0, 0, 0, 0, 0, 0, 1110100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
constate,8,"[9, 10, 11, 12, 13, 14, 15, 16]","[9, 1, 1, 1, 1, 1, 1, 1]","[1110001, 0, 0, 0, 0, 0, 0, 0]"
constitucional,13,"[11, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48]","[11, 26, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1110011, 111101010, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
construção,41,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 32, 45, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 82, 83, 84, 85, 86, 87, 88, 89, 90, 91, 92, 93, 94, 95, 96, 97, 98, 99, 100, 101]","[0, 1, 1, 1, 1, 1, 1, 1, 1, 24, 13, 4, 1, 1, 1, 1, 1, 1, 1, 1, 1, 24, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 111101000, 1110101, 11000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 111101000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
consul,10,"[92, 93, 94, 95, 96, 97, 98, 99, 100, 101]","[92, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1111110011100, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
consulta,5,"[9, 11, 79, 80, 81]","[9, 2, 68, 1, 1]","[1110001, 100, 1111110000100, 0, 0]"
consulte,9,"[37, 38, 39, 42, 43, 44, 45, 46, 47]","[37, 1, 1, 3, 1, 1, 1, 1, 1]","[11111000101, 0, 0, 101, 0, 0, 0, 0, 0]"
consumidor,61,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 70, 82, 83, 84, 85, 86, 87, 88, 89, 90, 91, 92, 93, 94, 95, 96, 97, 98, 99, 100, 101]","[0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 21, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 11, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 12, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 111100101, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1110011, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1110100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
conta,44,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 14, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 42, 46, 50, 82, 83, 84, 85, 86, 87, 88, 89, 90, 91, 92, 93, 94, 95, 96, 97, 98, 99, 100, 101]","[0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 5, 3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 16, 4, 4, 32, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11001, 101, 0, 0, 0, 0, 0, 0, 0, 0, 0, 111100000, 11000, 11000, 11111000000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
contabilidade,8,"[9, 10, 11, 12, 13, 14, 15, 16]","[9, 1, 1, 1, 1, 1, 1, 1]","[1110001, 0, 0, 0, 0, 0, 0, 0]"
contada,4,"[19, 68, 93, 98]","[19, 49, 25, 5]","[111100011, 11111010001, 111101001, 11001]"
contar,10,"[9, 10, 11, 12, 13, 14, 15, 16, 82, 85]","[9, 1, 1, 1, 1, 1, 1, 1, 66, 3]","[1110001, 0, 0, 0, 0, 0, 0, 0, 1111110000010, 101]"
contato,45,"[9, 10, 11, 12, 13, 14, 15, 16, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 49, 50, 53, 55, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 70, 92, 93, 94, 95, 96, 97, 98, 99, 100, 101]","[9, 1, 1, 1, 1, 1, 1, 1, 11, 1, 1, 1, 1, 1, 1, 1, 1, 1, 13, 1, 3, 2, 3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 22, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1110001, 0, 0, 0, 0, 0, 0, 0, 1110011, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1110101, 0, 101, 100, 101, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 111100110, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
contemporâneo,3,"[36, 89, 95]","[36, 53, 6]","[11111000100, 11111010101, 11010]"
conter,8,"[9, 10, 11, 12, 13, 14, 15, 16]","[9, 1, 1, 1, 1, 1, 1, 1]","[1110001, 0, 0, 0, 0, 0, 0, 0]"
contexto,4,"[19, 38, 40, 45]","[19, 19, 2, 5]","[111100011, 111100011, 100, 11001]"
conteúdo,19,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 92, 96]","[0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 76, 4]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1111110001100, 11000]"
continua,4,"[6, 9, 18, 86]","[6, 3, 9, 68]","[11010, 101, 1110001, 1111110000100]"
continuar,9,"[0, 1, 2, 3, 4, 5, 6, 7, 8]","[0, 1, 1, 1, 1, 1, 1, 1, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0]"
continuará,9,"[0, 1, 2, 3, 4, 5, 6, 7, 8]","[0, 1, 1, 1, 1, 1, 1, 1, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0]"
continue,8,"[9, 10, 11, 12, 13, 14, 15, 16]","[9, 1, 1, 1, 1, 1, 1, 1]","[1110001, 0, 0, 0, 0, 0, 0, 0]"
contiver,12,"[59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 70]","[59, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[11111011011, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
conto,33,"[0, 1, 3, 5, 6, 12, 17, 26, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 50, 72, 82, 84, 86, 90, 92, 93, 94, 95, 98, 100, 101]","[0, 1, 2, 2, 1, 6, 5, 9, 11, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 22, 10, 2, 2, 4, 2, 1, 1, 1, 3, 2, 1]","[0, 0, 100, 100, 0, 11010, 11001, 1110001, 1110011, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 100, 111100110, 1110010, 100, 100, 11000, 100, 0, 0, 0, 101, 100, 0]"
contra,14,"[1, 9, 10, 11, 12, 13, 14, 15, 16, 18, 57, 90, 97, 98]","[1, 8, 1, 1, 1, 1, 1, 1, 1, 2, 39, 33, 7, 1]","[0, 1110000, 0, 0, 0, 0, 0, 0, 0, 100, 11111000111, 11111000001, 11011, 0]"
contracapa,12,"[5, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 58]","[5, 22, 1, 1, 1, 1, 1, 1, 1, 1, 1, 22]","[11001, 111100110, 0, 0, 0, 0, 0, 0, 0, 0, 0, 111100110]"
controle,4,"[10, 82, 85, 92]","[10, 72, 3, 7]","[1110010, 1111110001000, 101, 11011]"
contrário,4,"[7, 10, 15, 37]","[7, 3, 5, 22]","[11011, 101, 11001, 111100110]"
contém,12,"[5, 9, 10, 11, 12, 13, 14, 15, 16, 31, 56, 80]","[5, 4, 1, 1, 1, 1, 1, 1, 1, 15, 25, 24]","[11001, 11000, 0, 0, 0, 0, 0, 0, 0, 1110111, 111101001, 111101000]"
conversação,9,"[9, 10, 11, 12, 13, 14, 15, 16, 80]","[9, 1, 1, 1, 1, 1, 1, 1, 64]","[1110001, 0, 0, 0, 0, 0, 0, 0, 1111110000000]"
conversor,12,"[82, 83, 84, 85, 86, 87, 88, 89, 90, 91, 92, 100]","[82, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 8]","[1111110010010, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1110000]"
convênios,11,"[71, 72, 73, 74, 75, 76, 77, 78, 79, 80, 81]","[71, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1111110000111, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
cooktop,27,"[49, 52, 53, 55, 56, 57, 58, 82, 83, 84, 85, 86, 87, 88, 89, 90, 91, 92, 93, 94, 95, 96, 97, 98, 99, 100, 101]","[49, 3, 1, 2, 1, 1, 1, 24, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[11111010001, 101, 0, 100, 0, 0, 0, 111101000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
copag,7,"[64, 65, 66, 67, 68, 69, 70]","[64, 1, 1, 1, 1, 1, 1]","[1111110000000, 0, 0, 0, 0, 0, 0]"
copos,10,"[64, 65, 66, 67, 68, 69, 70, 84, 88, 91]","[64, 1, 1, 1, 1, 1, 1, 14, 4, 3]","[1111110000000, 0, 0, 0, 0, 0, 0, 1110110, 11000, 101]"
copy,12,"[37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48]","[37, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[11111000101, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
copyright,22,"[17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 70]","[17, 1, 1, 1, 1, 1, 1, 1, 1, 1, 33, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[111100001, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11111000001, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
